code,description,chapter,block
H35,"OTROS TRASTORNOS DE LA RETINA H350 RETINOPATIAS DEL FONDO Y CAMBIOS VASCULARES RETINIANOS H351 RETINOPATIA DE LA PREMATURIDAD H352 OTRAS RETINOPATIAS PROLIFERATIVAS DEGENERACION DE LA MACULA Y DEL POLO POSTERIOR DEL OJO (AGUJERO H353 MACULAR, DEGENERACION MACULAR) H354 DEGENERACION PERIFERICA DE LA RETINA H355 DISTROFIA HEREDITARIA DE LA RETINA H356 HEMORRAGIA RETINIANA H357 SEPARACION DE LAS CASPAS DE LA RETINA H358 OTROS TRASTORNOS ESPECIFICADOS DE LA RETINA H359 TRASTORNO DE LA RETINA, NO ESPECIFICADO",H,H35
H36,TRASTORNOS DE LA RETINA EN ENFERMEDADES H360 RETINOPATIA DIABETICA OTROS TRASTORNOS DE LA RETINA EN ENFERMEDADES CLASIFICADAS EN OTRA H368 PARTE,H,H36
H40,"GLAUCOMA H400 SOSPECHA DE GLAUCOMA H401 GLAUCOMA PRIMARIO DE ANGULO ABIERTO (HIPERTENSION OCULAR) H402 GLAUCOMA PRIMARIO DE ANGULO CERRADO H403 GLAUCOMA SECUNDARIO A TRAUMATISMO OCULAR H404 GLAUCOMA SECUNDARIO A INFLAMACION OCULAR H405 GLAUCOMA SECUNDARIO A OTROS TRASTORNOS DEL OJO H406 GLAUCOMA SECUNDARIO A DROGAS H408 OTROS GLAUCOMAS H409 GLAUCOMA, NO ESPECIFICADO GLAUCOMA EN ENFERMEDADES CLASIFICADAS EN GLAUCOMA EN ENFERMEDADES ENDOCRINAS, NUTRICIONALES Y METABOLICAS,",H,H40
H42,H420 OTRA PARTE CLASIFICADAS EN OTRA PARTE H428 GLAUCOMA EN OTRAS ENFERMEDADES CLASIFICADAS EN OTRA PARTE,H,H42
H43,"TRASTORNOS DEL CUERPO VITREO H430 PROLAPSO DEL VITREO H431 HEMORRAGIA DEL VITREO H432 DEPOSITOS CRISTALINOS EN EL CUERPO VITREO H433 OTRAS OPACIDADES VITREAS H438 OTROS TRASTORNOS DEL CUERPO VITREO H439 TRASTORNOS DEL CUERPO VITREO, NO ESPECIFICADO",H,H43
H44,"TRASTORNOS DEL GLOBO OCULAR H440 ENDOFTALMITIS PURULENTA (ABSCESO HUMOR VITREO, ENDOFTALMIA) H441 OTRAS ENDOFTALMITIS H442 MIOPIA DEGENERATIVA H443 OTROS TRASTORNOS DEGENERATIVOS DEL GLOBO OCULAR H444 HIPOTONIA OCULAR H445 AFECCIONES DEGENERATIVAS DEL GLOBO OCULAR H446 RETENCION INTRAOCULAR DE CUERPO EXTRAÑO MAGNETICO (ANTIGUO) H447 RETENCION INTRAOCULAR DE CUERPO EXTRAÑO NO MAGNETICO (ANTIGUO) H448 OTROS TRASTORNOS DEL GLOBO OCULAR H449 TRASTORNO DEL GLOBO OCULAR, NO ESPECIFICADO",H,H44
H45,TRASTORNOS DEL CUERPO VITREO Y DEL GLOBO H450 HEMORRAGIA DEL VITREO EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE H451 ENDOFTALMITIS EN ENFERNEDADES CLASIFICADAS EN OTRA PARTE OTROS TRASTORNOS DEL CUERPO VITREO Y DEL GLOBO OCULAR EN H458 ENFERMEDADES CLASIFICADAS EN OTRA PARTE,H,H45
H46,NEURITIS OPTICA H46 NEURITIS OPTICA,H,H46
H47,"OTROS TRASTORNOS DEL NERVIO OPTICO [ II PAR ] Y H470 TRASTORNOS DEL NERVIO OPTICO, NO CLASIFICADOS EN OTRA PARTE H471 PAPILEDEMA, NO ESPECIFICADO (EDEMA DISCO OPTICO) H472 ATROFIA OPTICA H473 OTROS TRASTORNOS DEL DISCO OPTICO H474 TRASTORNOS DEL QUIASMA OPTICO H475 TRASTORNOS DE OTRAS VIAS OPTICAS H476 TRASTORNOS DE LA CORTEZA VISUAL H477 TRASTORNOS DE LAS VIAS OPTICAS, NO ESPECIFICADO",H,H47
H48,OTROS TRASTORNOS DEL NERVIO OPTICO [ II PAR ] Y H480 ATROFIA OPTICA EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE H481 NEURITIS RETROBULBAR EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE OTROS TRASTORNOS DEL NERVIO OPTICO Y DE LAS VIAS OPTICAS EN H488 ENFERMEDADES CLASIFICADAS EN OTRA PARTE,H,H48
H49,"ESTRABISMO PARALITICO H490 PARALISIS DEL NERVIO MOTOR OCULAR COMUN [III PAR] H491 PARALISIS DEL NERVIO PATETICO [IV PAR] H492 PARALISIS DEL NERVIO MOTOR OCULAR EXTERNO [VI PAR] H493 OFTALMOPLEJIA TOTAL (EXTERNA) H494 OFTALMOPLEJIA EXTERNA PROGRESIVA H498 OTROS ESTRABISMOS PARALITICOS H499 ESTRABISMO PARALITICO, NO ESPECIFICADO",H,H49
H50,"OTROS ESTRABISMOS H500 ESTRABISMO CONCOMITANTE CONVERGENTE H501 ESTRABISMO CONCOMITANTE DIVERGENTE H502 ESTRABISMO VERTICAL H503 HETEROTROPIA INTERMITENTE H504 OTRAS HETEROTROPIAS O LAS NO ESPECIFICADAS H505 HETEROFORIA H506 ESTRABISMO MECANICO H508 OTROS ESTRABISMOS ESPECIFICADOS H509 ESTRABISMO, NO ESPECIFICADO OTROS TRASTORNOS DE LOS MOVIMIENTOS",H,H50
H51,"H510 PARALISIS DE LA CONJUGACION DE LA MIRADA BINOCULARES H511 EXCESO E INSUFICIENCIA DE LA CONVERGENCIA OCULAR H512 OFTALMOPLEJIA INTERNUCLEAR H518 OTROS TRASTORNOS ESPECIFICADOS DE LOS MOVIMIENTOS BINOCULARES H519 TRASTORNOS DEL MOVIMIENTO BINOCULAR, NO ESPECIFICADO TRASTORNOS DE LA ACOMODACION Y DE LA",H,H51
H52,"H520 HIPERMETROPIA REFRACCION H521 MIOPIA H522 ASTIGMATISMO H523 ANISOMETROPIA Y ANISEICONIA H524 PRESBICIA H525 TRASTORNOS DE LA ACOMODACION H526 OTROS TRASTORNOS DE LA REFRACCION H527 TRASTORNO DE LA REFRACCION, NO ESPECIFICADO",H,H52
H53,"ALTERACIONES DE LA VISION H530 AMBLIOPIA EX ANOPSIA H531 ALTERACIONES VISUALES SUBJETIVAS H532 DIPLOPIA H533 OTROS TRASTORNOS DE LA VISION BINOCULAR H534 DEFECTOS DEL CAMPO VISUAL (ESCOTOMA, HEMIANOPSIA) H535 DEFICIENCIAS DE LA VISION CROMATICA H536 CEGUERA NOCTURNA H538 OTRAS ALTERACIONES VISUALES H539 ALTERACION VISUAL, NO ESPECIFICADA",H,H53
H54,"CEGUERA Y DISMINUCION DE LA AGUDEZA VISUAL H540 CEGUERA DE AMBOS OJOS (AMAUROSIS) H541 CEGUERA DE UN OJO, VISION SUBNORMAL DEL OTRO H542 VISION SUBNORMAL DE AMBOS OJOS H543 DISMINUCION INDETERMINADA DE LA AGUDEZA VISUAL EN AMBOS OJOS H544 CEGUERA DE UN OJO H545 VISION SUBNORMAL DE UN OJO H546 DISMINUCION INDETERMINADA DE LA AGUDEZA VISUAL DE UN OJO H547 DISMINUCION DE LA AGUDEZA VISUAL, SIN ESPECIFICACION NISTAGMO Y OTROS MOVIMIENTOS OCULARES",H,H54
H55,H55 NISTAGMO Y OTROS MOVIMIENTOS OCULARES IRREGULARES IRREGULARES,H,H55
H57,"OTROS TRASTORNOS DEL OJO Y SUS ANEXOS H570 ANOMALIAS DE LA FUNCION PUPILAR (MIDRIASIS, MIOSIS) H571 DOLOR OCULAR H578 OTROS TRASTORNOS ESPECIFICADOS DEL OJO Y SUS ANEXOS H579 TRASTORNO DEL OJO Y SUS ANEXOS, NO ESPECIFICADO (DISFUNCION LAGRIMAL) OTROS TRASTORNOS DEL OJO Y SUS ANEXOS EN ANOMALIAS DE LA FUNCION PUPILAR EN ENFERMEDADES CLASIFICADAS EN OTRA",H,H57
H58,H580 ENFERMEDADES CLASIFICADAS EN OTRA PARTE PARTE H581 ALTERACIONES DE LA VISION EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE OTROS TRASTORNOS ESPECIFICADOS DEL OJO EN ENFERMEDADES CLASIFICADAS H588* EN OTRA PARTE,H,H58
H59,"TRASTORNOS DEL OJO Y SUS ANEXOS CONSECUTIVOS H590 SINDROME VITREO CONSECUTIVO A CIRUGIA DE CATARATA H598 OTROS TRASTORNOS DEL OJO Y SUS ANEXOS, CONSECUTIVOS A PROCEDIMIENTOS TRASTORNO NO ESPECIFICADO DEL OJO Y SUS ANEXOS, CONSECUTIVO A H599 PROCEDIMIENTOS",H,H59
H60,"OTITIS EXTERNA H600 ABSCESO DEL OIDO EXTERNO H601 CELULITIS DEL OIDO EXTERNO H602 OTITIS EXTERNA MALIGNA H603 OTRAS OTITIS EXTERNAS INFECCIOSAS H604 COLESTEATOMA DEL OIDO EXTERNO H605 OTITIS EXTERNA AGUDA, NO INFECCIOSA H608 OTRAS OTITIS EXTERNAS H609 OTITIS EXTERNA, SIN OTRA ESPECIFICACION",H,H60
H61,"OTROS TRASTORNOS DEL OIDO EXTERNO H610 PERICONDRITIS DEL OIDO EXTERNO H611 AFECCIONES NO INFECCIOSAS DEL PABELLON AUDITIVO (OTOHEMATOMA) H612 CERUMEN IMPACTADO H613 ESTENOSIS ADQUIRIDA DEL CONDUCTO AUDITIVO EXTERNO (CAE) H618 OTROS TRASTORNOS ESPECIFICADOS DEL OIDO EXTERNO (EXOSTOSIS, OSTEOPATIA) H619 TRASTORNO DEL OIDO EXTERNO, NO ESPECIFICADO TRASTORNOS DEL OIDO EXTERNO EN ENFERMEDADES",H,H61
H62,H620 OTITIS EXTERNA EN ENFERMEDADES BACTERIANAS CLASIFICADAS EN OTRA PARTE CLASIFICADAS EN OTRA PARTE H621 OTITIS EXTERNA EN ENFERMEDADES VIRALES CLASIFICADAS EN OTRA PARTE H622 OTITIS EXTERNA EN MICOSIS (OTOMICOSIS) OTITIS EXTERNA EN OTRAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS H623 CLASIFICADAS EN OTRA PATE H624 OTITIS EXTERNA EN OTRAS ENFERMEDADES CLASIFICADAS EN OTRA PATE OTROS TRASTORNOS DEL OIDO EXTERNO EN ENFERMEDADES CLASIFICADAS EN H628 OTRA PARTE,H,H62
H65,"OTITIS MEDIA NO SUPURATIVA H650 OTITIS MEDIA AGUDA SEROSA H651 OTRA OTITIS MEDIA AGUDA, NO SUPURATIVA H652 OTITIS MEDIA CRONICA SEROSA H653 OTITIS MEDIA CRONICA MUCOIDE H654 OTRAS OTITIS MEDIAS CRONICAS NO SUPURATIVAS H659 OTITIS MEDIA NO SUPURATIVA, SIN OTRA ESPECIFICACION (CATARRO TUBARICO)",H,H65
H66,"OTITIS MEDIA SUPURATIVA Y LA NO ESPECIFICADA H660 OTITIS MEDIA SUPURATIVA AGUDA H661 OTITIS MEDIA TUBOTIMPANICA SUPURATIVA CRONICA H662 OTITIS MEDIA SUPURATIVA CRONICA ATICOANTRAL H663 OTRAS OTITIS MEDIAS CRONICAS SUPURATIVAS H664 OTITIS MEDIA SUPURATIVA, SIN OTRA ESPECIFICACION H669 OTITIS MEDIA, NO ESPECIFICADA OTITIS MEDIA EN ENFERMEDADES CLASIFICADAS EN",H,H66
H67,H670 OTITIS MEDIA EN ENFERMEDADES BACTERIANAS CLASIFICADAS EN OTRA PARTE OTRA PARTE H671 OTITIS MEDIA EN ENFERMEDADES VIRALES CLASIFICADAS EN OTRA PARTE H678 OTITIS MEDIA EN OTRAS ENFERMEDADES CLASIFICADAS EN OTRA PARTE INFLAMACION Y OBSTRUCCION DE LA TROMPA DE,H,H67
H68,H680 SALPINGITIS EUSTAQUIANA (TUBARITIS) EUSTAQUIO H681 OBSTRUCCION DE LA TROMPA DE EUSTAQUIO (DISFUNCION TUBARIA),H,H68
H69,"OTROS TRASTORNOS DE LA TROMPA DE EUSTAQUIO H690 DISTENSION DE LA TROMPA DE EUSTAQUIO H698 OTROS TRASTORNOS ESPECIFICADOS DE LA TROMPA DE EUSTAQUIO H699 TRASTORNO DE LA TROMPA DE EUSTAQUIO, NO ESPECIFICADO",H,H69
H70,"MASTOIDITIS Y AFECCIONES RELACIONADAS H700 MASTOIDITIS AGUDA H701 MASTOIDITIS CRONICA H702 PETROSITIS H708 OTRAS MASTOIDITIS Y AFECCIONES RELACIONADAS H709 MASTOIDITIS, NO ESPECIFICADA",H,H70
H71,COLESTEATOMA DEL OIDO MEDIO H71 COLESTEATOMA DEL OIDO MEDIO,H,H71
H72,"PERFORACION DE LA MEMBRANA TIMPANICA H720 PERFORACION CENTRAL DE LA MEMBRANA TIMPANICA H721 PERFORACION ATICA DE LA MEMBRANA TIMPANICA H722 OTRAS PERFORACIONES MARGINALES DE LA MEMBRANA TIMPANICA H728 OTRAS PERFORACIONES DE LA MEMBRANA TIMPANICA H729 PERFORACION DE LA MEMBRANA TIMPANICA, SIN OTRA ESPECIFICACION",H,H72
H73,"OTROS TRASTORNOS DE LA MEMBRANA TIMPANICA H730 MIRINGITIS AGUDA H731 MIRINGITIS CRONICA H738 OTROS TRASTORNOS ESPECIFICADOS DE LA MEMBRANA TIMPANICA (HEMOTIMPANO) H739 TRASTORNO DE LA MEMBRANA TIMPANICA, NO ESPECIFICADO",H,H73
H74,"OTROS TRASTORNOS DEL OIDO MEDIO Y DE LA H740 TIMPANOSCLEROSIS H741 ENFERMEDAD ADHESIVA DEL OIDO MEDIO DISCONTINUIDAD Y DISLOCACION DE LOS HUESECILLOS DEL OIDO (LUXACION DE LA H742 CADENA OSCICULAR) H743 OTRAS ANORMALIDADES ADQUIRIDAS DE LOS HUESECILLOS DEL OIDO H744 POLIPO DEL OIDO MEDIO H748 OTROS TRASTORNOS ESPECIFICADOS DEL OIDO MEDIO Y DE LA APOFISIS MASTOIDES H749 TRASTORNO DEL OIDO MEDIO Y DE LA APOFISIS MASTOIDES, NO ESPECIFICADO OTROS TRASTORNOS DEL OIDO MEDIO Y DE LA MASTOIDITIS EN ENFERMEDADES INFECCIOSAS Y PARASITARIAS CLASIFICADAS EN",H,H74
H75,H750 APOFISIS MASTOIDESEN ENFERMEDADES OTRA PARTE OTROS TRASTORNOS ESPECIFICADOS DEL OIDO MEDIO Y DE LA APOFISIS MASTOIDES H758 EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE,H,H75
H80,"OTOSCLEROSIS H800 OTOSCLEROSIS QUE AFECTA LA VENTANA OVAL, NO OBLITERANTE H801 OTOSCLEROSIS QUE AFECTA LA VENTANA OVAL, OBLITERANTE H802 OSTOSCLEROSIS COCLEAR H808 OTRAS OTOSCLEROSIS H809 OTOSCLEROSIS, NO ESPECIFICADA",H,H80
H81,"TRASTORNOS DE LA FUNCION VESTIBULAR H810 ENFERMEDAD DE MENIERE H811 VERTIGO PAROXISTICO BENIGNO (VPPB) H812 NEURONITIS VESTIBULAR H813 OTROS VERTIGOS PERIFERICOS H814 VERTIGO DE ORIGEN CENTRAL H818 OTROS TRASTORNOS DE LA FUNCION VESTIBULAR H819 TRASTORNO DE LA FUNCION VESTIBULAR, NO ESPECIFICADO",H,H81
H82,SINDROMES VERTIGINOSOS H82 SINDROMES VERTIGINOSOS EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE,H,H82
H83,"OTROS TRASTORNOS DEL OIDO INTERNO H830 LABERINTITIS H831 FISTULA DEL LABERINTO H832 DISFUNCION DEL LABERINTO H833 EFECTOS DEL RUIDO SOBRE EL OIDO INTERNO (TRAUMA ACUSTICO) H838 OTROS TRASTORNOS ESPECIFICADOS DEL OIDO INTERNO H839 TRASTORNO DEL OIDO INTERNO, NO ESPECIFICADO (HIDROPS ENDOLINFATICO)",H,H83
H90,"HIPOACUSIA CONDUCTIVA Y NEUROSENSORIAL H900 HIPOACUSIA CONDUCTIVA BILATERAL HIPOACUSIA CONDUCTIVA, UNILATERAL CON AUDICION IRRESTRICTA H901 CONTRALATERAL H902 HIPOACUSIA CONDUCTIVA, SIN OTRA ESPECIFICACION H903 HIPOACUSIA NEUROSENSORIAL, BILATERAL HIPOACUSIA NEUROSENSORIAL, UNILATERAL CON AUDICION IRRESTRICTA H904 CONTRALATERAL H905 HIPOACUSIA NEUROSENSORIAL, SIN OTRA ESPECIFICACION (HIPOACUSIA CONGENITA) H906 HIPOACUSIA MIXTA CONDUCTIVA Y NEUROSENSORIAL, BILATERAL HIPOACUSIA MIXTA CONDUCTIVA Y NEUROSENSORIAL, UNILATERAL CON AUDICION H907 IRRESTRICTA CONTRALATERAL H908 HIPOACUSIA MIXTA CONDUCTIVA Y NEUROSENSORIAL, NO ESPECIFICADA",H,H90
H91,"OTRAS HIPOACUSIAS H910 HIPOACUSIA OTOTOXICA H911 PRESBIACUSIA H912 HIPOACUSIA SUBITA IDIOPATICA (SORDERA SUBITA) H913 SORDOMUDEZ, NO CLASIFICADA EN OTRA PARTE H918 OTRAS HIPOACUSIAS ESPECIFICADAS H919 HIPOACUSIA, NO ESPECIFICADA",H,H91
H92,OTALGIA Y SECRECION DEL OIDO H920 OTALGIA H921 OTORREA H922 OTORRAGIA,H,H92
H93,"OTROS TRASTORNOS DEL OIDO NO CLASIFICADOS EN H930 TRASTORNOS DEGENERATIVOS Y VASCULARES DEL OIDO H931 TINNITUS (ACUFENOS) H932 OTRAS PERCEPCIONES AUDITIVAS ANORMALES H933 TRASTORNOS DEL NERVIO AUDITIVO H938 OTROS TRASTORNOS ESPECIFICADOS DEL OIDO H939 TRASTORNO DEL OIDO, NO ESPECIFICADO OTROS TRASTORNOS DEL OIDO EN ENFERMEDADES NEURITIS DEL NERVIO AUDITIVO EN ENFERMEDADES INFECCIOSAS Y PARASITARIAS",H,H93
H94,H940 CLASIFICADAS EN OTRA PARTE CLASIFICADAS EN OTRA PARTE H948 OTROS TRASTORNOS DEL OIDO EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE TRASTORNOS DEL OIDO Y DE LA APOFISIS MASTOIDES,H,H94
H95,"H950 COLESTEATOMA RECURRENTE DE LA CAVIDAD RESULTANTE DE LA MASTOIDECTOMIA CONSECUTIVOS A PROCEDIMIENTOS NO CLASIFICADOS H951 OTROS TRASTORNOS POSTERIORES A LA MASTOIDECTOMIA OTROS TRASTORNOS DEL OIDO Y DE LA APOFISIS MASTOIDES, CONSECUTIVOS A H958 PROCEDIMIENTOS TRASTORNOS NO ESPECIFICADOS DEL OIDO Y DE LA APOFISIS MASTOIDES, H959 CONSECUTIVOS A PROCEDIMIENTOS FIEBRE REUMATICA SIN MENCION DE COMPLICACION",H,H95
I00,I00 FIEBRE REUMATICA SIN MENCION DE COMPLICACION CARDIACA CARDIACA,I,I00
I01,"FIEBRE REUMATICA CON COMPLICACION CARDIACA I010 PERICARDITIS REUMATICA AGUDA I011 ENDOCARDITIS REUMATICA AGUDA I012 MIOCARDITIS REUMATICA AGUDA I018 OTRAS ENFERMEDADES REUMATICAS AGUDAS DEL CORAZON I019 ENFERMEDAD REUMATICA AGUDA DEL CORAZON, NO ESPECIFICADA",I,I01
I02,COREA REUMATICA I020 COREA REUMATICA CON COMPLICACION CARDIACA I029 COREA REUMATICA SIN MENCION DE COMPLICACION CARDIACA,I,I02
I05,"ENFERMEDADES REUMATICAS DE LA VALVULA MITRAL I050 ESTENOSIS MITRAL I051 INSUFICIENCIA MITRAL REUMATICA I052 ESTENOSIS MITRAL CON INSUFICIENCIA I058 OTRAS ENFERMEDADES DE LA VALVULA MITRAL I059 ENFERMEDAD VALVULAR MITRAL, NO ESPECIFICADA",I,I05
I06,"ENFERMEDADES REUMATICAS DE LA VALVULA AORTICA I060 ESTENOSIS AORTICA REUMATICA I061 INSUFICIENCIA AORTICA REUMATICA I062 INSUFICIENCIA AORTICA REUMATICA CON INSUFICIENCIA I068 OTRAS ENFERMEDADES REUMATICAS DE LA VALVULA AORTICA I069 ENFERMEDAD VALVULAR AORTICA REUMATICA, NO ESPECIFICADA ENFERMEDADES REUMATICAS DE LA VALVULA",I,I06
I07,"I070 ESTENOSIS TRICUSPIDE TRICUSPIDE I071 INSUFICIENCIA TRICUSPIDE I072 ESTENOSIS E INSUFICIENCIA TRICUSPIDE I078 OTRAS ENFERMEDADES DE LA VALVULA TRICUSPIDE I079 ENFERMEDAD DE LA VALVULA TRICUSPIDE, NO ESPECIFICADA",I,I07
I08,"ENFERMEDADES VALVULARES MULTIPLES I080 TRASTORNOS DE LAS VALVULAS MITRAL Y AORTICA I081 TRASTORNOS DE LAS VALVULAS MITRAL Y TRICUSPIDE I082 TRASTORNOS DE LAS VALVULAS AORTICA Y TRICUSPIDE I083 TRASTORNOS COMBINADOS DE LAS VALVULAS MITRAL, TRICUSPIDE Y AORTICA I088 OTRAS ENFERMEDADES DE MULTIPLES VALVULAS I089 ENFERMEDAD DE MULTIPLES VALVULAS, NO ESPECIFICADA",I,I08
I09,"OTRAS ENFERMEDADES REUMATICAS DEL CORAZON I090 MIOCARDITIS REUMATICA I091 ENFERMEDADES REUMATICAS DEL ENDOCARDIO, VALVULA NO ESPECIFICADA I092 PERICARDITIS REUMATICA CRONICA I098 OTRAS ENFERMEDADES REUMATICAS ESPECIFICADAS DEL CORAZON I099 ENFERMEDAD REUMATICA DEL CORAZON, NO ESPECIFICADA",I,I09
I10,HIPERTENSION ESENCIAL (PRIMARIA) I10 HIPERTENSION ESENCIAL PRIMARIA (HTA),I,I10
I11,"ENFERMEDAD CARDIACA HIPERTENSIVA I110 ENFERMEDAD CARDIACA HIPERTENSIVA CON INSUFICIENCIA CARDIACA (CONGESTIVA) ENFERMEDAD CARDIACA HIPERTENSIVA SIN INSUFICIENCIA CARDIACA (CONGESTIVA, I119 CARDIOPATIA HIPERTENSIVA)",I,I11
I12,ENFERMEDAD RENAL HIPERTENSIVA I120 ENFERMEDAD RENAL HIPERTENSIVA CON INSUFICIENCIA RENAL I129 ENFERMEDAD RENAL HIPERTENSIVA SIN INSUFICIENCIA RENAL ENFERMEDAD CARDIORRENAL HIPERTENSIVA CON INSUFICIENCIA CARDIACA,I,I12
I13,"ENFERMEDAD CARDIORRENAL HIPERTENSIVA I130 (CONGESTIVA) I131 ENFERMEDAD CARDIORRENAL HIPERTENSIVA CON INSUFICIENCIA RENAL ENFERMEDAD CARDIORRENAL HIPERTENSIVA CON INSUFICIENCIA CARDIACA I132 (CONGESTIVA) E INSUFICIENCIA RENAL I139 ENFERMEDAD CARDIORRENAL HIPERTENSIVA, NO ESPECIFICADA",I,I13
I15,"HIPERTENSION SECUNDARIA I150 HIPERTENSION RENOVASCULAR I151 HIPERTENSION SECUNDARIA A OTROS TRASTORNOS RENALES I152 HIPERTENSION SECUNDARIA A TRASTORNOS ENDOCRINOS I158 OTROS TIPOS DE HIPERTENSION SECUNDARIA I159 HIPERTENSION SECUNDARIA, NO ESPECIFICADA",I,I15
I20,"ANGINA DE PECHO I200 ANGINA INESTABLE I201 ANGINA DE PECHO CON ESPASMO DOCUMENTADO I208 OTRAS FORMAS ESPECIFICADAS DE ANGINA DE PECHO I209 ANGINA DE PECHO, NO ESPECIFICADA",I,I20
I21,"INFARTO AGUDO DEL MIOCARDIO I210 INFARTO TRANSMURAL AGUDO DEL MIOCARDIO DE LA PARED ANTERIOR I211 INFARTO TRANSMURAL AGUDO DEL MIOCARDIO DE LA PARED INFERIOR I212 INFARTO AGUDO TRANSMURAL DEL MIOCARDIO DE OTROS SITIOS I213 INFARTO TRANSMURAL AGUDO DEL MIOCARDIO, DE SITIO NO ESPECIFICADO I214 INFARTO SUBENDOCARDICO AGUDO DEL MIOCARDIO I219 INFARTO AGUDO DEL MIOCARDIO, SIN OTRA ESPECIFICACION (IMA)",I,I21
I22,INFARTO SUBSECUENTE DEL MIOCARDIO I220 INFARTO SUBSECUENTE DEL MIOCARDIO DE LA PARED ANTERIOR I221 INFARTO SUBSECUENTE DEL MIOCARDIO DE LA PARED INFERIOR I228 INFARTO SUBSECUENTE DEL MIOCARDIO DE OTROS SITIOS I229 INFARTO SUBSECUENTE DEL MIOCARDIO DE PARTE NO ESPECIFICADA CIERTAS COMPLICACIONES PRESENTES POST ERIORES HEMOPERICARDIO COMO COMPLICACION PRESENTE POSTERIOR AL INFARTO AGUDO,I,I22
I23,"I230 AL INFARTO AGUDO DEL MIOCARDIO DEL MIOCARDIO DEFECTO DEL TABIQUE AURICULAR COMO COMPLICACION PRESENTE POSTERIOR AL I231 INFARTO DEL MIOCARDIO DEFECTO DEL TABIQUE VENTRICULAR COMO COMPLICACION PRESENTE POSTERIOR I232 AL INFARTO DEL MIOCARDIO RUPTURA DE LA PARED CARDIACA SIN HEMOPERICARDIO COMO COMPILACION I233 PRESENTE POSTERIOR AL INFARTO AGUDO DEL MIOCARDIO RUPTURA DE LAS CUERDAS TENDINOSAS COMO COMPLICACION PRESENTE I234 POSTERIOR AL INFARTO AGUDO DEL MIOCARDIO RUPTURA DE MUSCULO PAPILAR COMO COMPLICACION PRESENTE POSTERIOR AL I235 INFARTO AGUDO DEL MIOCARDIO TROMBOSIS DE LA AURICULA, APENDICE AURICULAR Y VENTRICULO COMO I236 COMPLICACION PRESENTE POSTERIOR AL INFARTO AGUDO DEL MIOCARDIO OTRAS COMPLICACIONES PRESENTES POSTERIORES AL INFARTO AGUDO DEL I238 MIOCARDIO OTRAS ENFERMEDADES ISQUEMICAS AGUDAS DEL",I,I23
I24,"I240 TROMBOSIS CORONARIA QUE NO RESULTA EN INFARTO DEL MIOCARDIO CORAZON I241 SINDROME DE DRESSLER OTRAS FORMAS DE ENFERMEDAD ISQUEMICA AGUDA DEL CORAZON (INSUFICIENCIA I248 CORONARIA AGUDA) I249 ENFERMEDAD ISQUEMICA AGUDA DEL CORAZON, NO ESPECIFICADA",I,I24
I25,"ENFERMEDAD ISQUEMICA CRONICA DEL CORAZON I250 ENFERMEDAD CARDIOVASCULAR ATEROSCLEROTICA, ASI DESCRITA ENFERMEDAD ATEROSCLEROTICA DEL CORAZON (ATEROSCLEROSIS CORONARIA, I251 CARDIOPATIA CORONARIA) I252 INFARTO ANTIGUO DEL MIOCARDIO I253 ANEURISMA CARDIACO I254 ANEURISMA DE ARTERIA CORONARIA I255 CARDIOMIOPATIA ISQUEMICA I256 ISQUEMIA SILENTE DEL MIOCARDIO OTRAS FORMAS DE ENFERMEDAD ISQUEMICA CRONICA DEL CORAZON (INSUFICIENCIA I258 CORONARIA CRONICA) I259 ENFERMEDAD ISQUEMIA CRONICA DEL CORAZON, NO ESPECIFICADA",I,I25
I26,EMBOLIA PULMONAR I260 EMBOLIA PULMONAR CON MENCION DE CORAZON PULMONAR AGUDO I269 EMBOLIA PULMONAR SIN MENCION DE CORAZON PULMONAR AGUDO,I,I26
I27,"OTRAS ENFERMEDADES CARDIOPULMONARES I270 HIPERTENSION PULMONAR PRIMARIA (HTP) I271 ENFERMEDAD CIFOSCOLIOTICA DEL CORAZON I272 OTRAS HIPERTENSIONES PULMONARES SECUNDARIAS I278 OTRAS ENFERMEDADES CARDIOPULMONARES ESPECIFICADAS I279 ENFERMEDAD PULMONAR DEL CORAZON, NO ESPECIFICADA",I,I27
I28,"OTRAS ENFERMEDADES VASOS PULMONARES I280 FISTULA ARTERIOVENOSA DE LOS VASOS PULMONARES I281 ANEURISMA DE LA ARTERIA PULMONAR I288 OTRAS ENFERMEDADES ESPECIFICADAS DE LOS VASOS PULMONARES I289 ENFERMEDAD DE LOS VASOS PULMONARES, NO ESPECIFICADA",I,I28
I30,"PERICARDITIS AGUDA I300 PERICARDITIS IDIOPATICA AGUDA INESPECIFICA I301 PERICARDITIS INFECCIOSA I308 OTRAS FORMAS DE PERICARDITIS AGUDA I309 PERICARDITIS AGUDA, NO ESPECIFICADA",I,I30
